PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
01-14055-000,12/21/2009,0.0,QCD(QUITCLAIM DEED),89.26,False,AR
01-14055-000,11/21/2006,0.0,WD(WARRANTY DEED),89.26,False,AR
01-14055-000,2/10/2000,0.0,WD(WARRANTY DEED),89.26,False,AR
01-14056-000,11/21/2006,0.0,QCD(QUITCLAIM DEED),1.89,True,AR
01-14056-000,12/20/2004,0.0,QCD(QUITCLAIM DEED),1.89,True,AR
01-14056-000,12/20/2004,0.0,QCD(QUITCLAIM DEED),1.89,True,AR
01-14057-000,9/16/2005,0.0,QCD(QUITCLAIM DEED),0.06,False,AR
01-14057-000,10/10/1996,0.0,QCD(QUITCLAIM DEED),0.06,False,AR
01-14057-000,10/28/1993,0.0,QCD(QUITCLAIM DEED),0.06,False,AR
01-14057-000,12/31/1992,1000.0,WD(WARRANTY DEED),0.06,False,AR
01-14057-000,5/31/1974,0.0,SWD(SPECIAL WARRANTY DEED),0.06,False,AR
01-14058-000,7/14/2011,0.0,SWD(SPECIAL WARRANTY DEED),42.91,True,AR
01-14059-000,8/27/2012,0.0,QCD(QUITCLAIM DEED),3.5,False,AR
01-14059-000,8/27/2012,0.0,QCD(QUITCLAIM DEED),3.5,False,AR
01-14059-000,6/14/2011,0.0,SWD(SPECIAL WARRANTY DEED),3.5,False,AR
01-14059-000,10/24/2005,0.0,WD(WARRANTY DEED),3.5,False,AR
01-14059-000,10/24/2005,0.0,QCD(QUITCLAIM DEED),3.5,False,AR
01-14180-000,12/17/2007,0.0,WD(WARRANTY DEED),0.61,False,AR
01-14180-000,12/17/2007,0.0,WD(WARRANTY DEED),0.61,False,AR
01-14180-000,11/1/2006,0.0,SWD(SPECIAL WARRANTY DEED),0.61,False,AR
01-14180-000,11/30/1999,100000.0,QCD(QUITCLAIM DEED),0.61,False,AR
01-14181-000,11/1/2006,0.0,SWD(SPECIAL WARRANTY DEED),0.25,True,AR
01-14181-000,12/20/2004,0.0,QCD(QUITCLAIM DEED),0.25,True,AR
15-70005-000,2/15/2019,4000000.0,SWD(SPECIAL WARRANTY DEED),0.48,False,TX
15-70005-000,2/15/2019,0.0,MEMO(MEMORANDUM),0.48,False,TX
15-70005-000,10/8/2018,0.0,WD(WARRANTY DEED),0.48,False,TX
15-70005-000,12/5/2017,0.0,DEC(DECREE),0.48,False,TX
15-70005-000,3/16/2016,0.0,WD(WARRANTY DEED),0.48,False,TX
15-70005-000,3/16/2016,0.0,MEMO(MEMORANDUM),0.48,False,TX
15-70005-000,2/1/2002,0.0,QCD(QUITCLAIM DEED),0.48,False,TX
15-70005-000,12/31/2001,0.0,QCD(QUITCLAIM DEED),0.48,False,TX
15-70005-000,12/31/2001,4000.0,QCD(QUITCLAIM DEED),0.48,False,TX
15-70008-000,2/15/2019,4000000.0,SWD(SPECIAL WARRANTY DEED),0.16,False,TX
15-70008-000,2/15/2019,0.0,MEMO(MEMORANDUM),0.16,False,TX
15-70008-000,10/8/2018,0.0,WD(WARRANTY DEED),0.16,False,TX
15-70008-000,12/5/2017,0.0,DEC(DECREE),0.16,False,TX
15-70008-000,3/16/2016,0.0,WD(WARRANTY DEED),0.16,False,TX
15-70008-000,3/16/2016,0.0,MEMO(MEMORANDUM),0.16,False,TX
15-70008-000,2/1/2002,0.0,QCD(QUITCLAIM DEED),0.16,False,TX
15-70008-000,12/31/2001,0.0,QCD(QUITCLAIM DEED),0.16,False,TX
15-70008-000,12/31/2001,4000.0,QCD(QUITCLAIM DEED),0.16,False,TX
15-70009-000,2/15/2019,4000000.0,SWD(SPECIAL WARRANTY DEED),1.6,False,TX
15-70009-000,2/15/2019,0.0,MEMO(MEMORANDUM),1.6,False,TX
15-70009-000,10/8/2018,0.0,WD(WARRANTY DEED),1.6,False,TX
15-70009-000,12/5/2017,0.0,DEC(DECREE),1.6,False,TX
15-70009-000,3/16/2016,0.0,WD(WARRANTY DEED),1.6,False,TX
15-70009-000,3/16/2016,0.0,MEMO(MEMORANDUM),1.6,False,TX
15-70009-000,2/1/2002,0.0,QCD(QUITCLAIM DEED),1.6,False,TX
15-70009-000,12/31/2001,0.0,QCD(QUITCLAIM DEED),1.6,False,TX
15-70009-000,12/31/2001,4000.0,QCD(QUITCLAIM DEED),1.6,False,TX
15-70010-000,7/24/2020,7000.0,WD(WARRANTY DEED),0.08,True,TX
15-70010-000,5/23/2015,0.0,QCD(QUITCLAIM DEED),0.08,True,TX
15-70010-000,12/11/2002,0.0,QCD(QUITCLAIM DEED),0.08,True,TX
15-70010-000,3/22/1972,0.0,QCD(QUITCLAIM DEED),0.08,True,TX
15-70010-000,9/9/1970,0.0,WD(WARRANTY DEED),0.08,True,TX
15-70011-000,6/11/2021,7000.0,WD(WARRANTY DEED),0.08,False,TX
15-70011-000,11/30/2009,0.0,EA(EASEMENT),0.08,False,TX
15-70011-000,9/6/2000,0.0,RD(REDEMPTION DEED),0.08,False,TX
15-70011-000,9/17/1990,0.0,QCD(QUITCLAIM DEED),0.08,False,TX
15-70011-000,1/22/1988,0.0,QCD(QUITCLAIM DEED),0.08,False,TX
15-70011-000,11/18/1987,0.0,QCD(QUITCLAIM DEED),0.08,False,TX
15-70011-000,11/28/1973,0.0,DC(DEATH CERTIFICATE),0.08,False,TX
15-70012-000,10/26/2021,0.0,QCD(QUITCLAIM DEED),0.11,False,MO
15-70012-000,6/14/2014,0.0,DC(DEATH CERTIFICATE),0.11,False,MO
15-70012-000,10/16/2006,0.0,QCD(QUITCLAIM DEED),0.11,False,MO
15-70012-000,8/5/1968,0.0,WD(WARRANTY DEED),0.11,False,MO
15-70013-000,2/15/2019,4000000.0,SWD(SPECIAL WARRANTY DEED),3.06,False,TX
15-70013-000,2/15/2019,0.0,MEMO(MEMORANDUM),3.06,False,TX
15-70013-000,10/8/2018,0.0,WD(WARRANTY DEED),3.06,False,TX
15-70013-000,12/5/2017,0.0,DEC(DECREE),3.06,False,TX
15-70013-000,3/16/2016,0.0,WD(WARRANTY DEED),3.06,False,TX
15-70013-000,3/16/2016,0.0,MEMO(MEMORANDUM),3.06,False,TX
15-70013-000,2/1/2002,0.0,QCD(QUITCLAIM DEED),3.06,False,TX
15-70013-000,12/31/2001,0.0,QCD(QUITCLAIM DEED),3.06,False,TX
15-70013-000,12/31/2001,0.0,QCD(QUITCLAIM DEED),3.06,False,TX
