PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
16-01202-000,7/2/2022,345000.0,WD(WARRANTY DEED),0.3,True,AR
16-01202-000,11/17/2000,0.0,DC(DEATH CERTIFICATE),0.3,True,AR
16-01202-000,11/4/1998,140000.0,CWD(CORPORATION WARRANTY DEED),0.3,True,AR
16-01202-000,10/17/1997,4000.0,WD(WARRANTY DEED),0.3,True,AR
16-01202-000,5/4/1995,0.0,QCD(QUITCLAIM DEED),0.3,True,AR
16-01202-000,2/7/1995,3000.0,CWD(CORPORATION WARRANTY DEED),0.3,True,AR
16-01202-000,8/3/1994,0.0,AFF(AFFIDAVIT),0.3,True,AR
16-01202-000,11/24/1993,0.0,QCD(QUITCLAIM DEED),0.3,True,AR
16-01202-000,9/5/1993,0.0,DC(DEATH CERTIFICATE),0.3,True,AR
16-01202-000,9/5/1993,0.0,DC(DEATH CERTIFICATE),0.3,True,AR
16-01202-000,6/17/1991,0.0,POA(POWER OF ATTORNEY),0.3,True,AR
16-01202-000,10/12/1978,5000.0,WD(WARRANTY DEED),0.3,True,AR
16-01203-000,1/10/2023,0.0,BD(BENEFICIARY DEED),0.29,True,AR
16-01203-000,1/10/2023,0.0,QCD(QUITCLAIM DEED),0.29,True,AR
16-01203-000,11/20/2003,125000.0,WD(WARRANTY DEED),0.29,True,AR
16-01203-000,6/19/2001,0.0,DC(DEATH CERTIFICATE),0.29,True,AR
16-01203-000,2/18/1994,91700.0,WD(WARRANTY DEED),0.29,True,AR
16-01203-000,4/30/1993,5000.0,WD(WARRANTY DEED),0.29,True,AR
16-01203-000,2/4/1993,8000.0,WD(WARRANTY DEED),0.29,True,AR
16-01203-000,2/4/1983,0.0,CONT(CONTRACT),0.29,True,AR
16-01204-000,1/10/2023,0.0,BD(BENEFICIARY DEED),0.35,False,AR
16-01204-000,9/4/2020,5000.0,QCD(QUITCLAIM DEED),0.35,False,AR
16-01204-000,6/28/2014,0.0,DC(DEATH CERTIFICATE),0.35,False,AR
16-01204-000,6/8/2004,5000.0,WD(WARRANTY DEED),0.35,False,AR
16-01204-000,10/2/2003,0.0,AB(ABSTRACT OF TRUST),0.35,False,AR
16-01204-000,4/11/1986,2600.0,WD(WARRANTY DEED),0.35,False,AR
16-01204-000,7/17/1985,1000.0,WD(WARRANTY DEED),0.35,False,AR
16-01204-000,8/5/1982,5000.0,WD(WARRANTY DEED),0.35,False,AR
16-01205-000,2/17/2022,0.0,OTHER(OTHER DOCUMENT),0.47,False,AR
16-01205-000,7/20/2021,0.0,TRWD(TRUSTEES WARRANTY DEED),0.47,False,AR
16-01205-000,2/26/2018,0.0,CERT(CERTIFICATE),0.47,False,AR
16-01205-000,1/10/2018,0.0,DC(DEATH CERTIFICATE),0.47,False,AR
16-01205-000,6/28/2005,0.0,DC(DEATH CERTIFICATE),0.47,False,AR
16-01205-000,3/10/1994,2000.0,WD(WARRANTY DEED),0.47,False,AR
16-01205-000,3/4/1994,1000.0,WD(WARRANTY DEED),0.47,False,AR
16-01205-000,6/8/1982,5000.0,WD(WARRANTY DEED),0.47,False,AR
16-01206-000,2/17/2022,0.0,OTHER(OTHER DOCUMENT),0.62,True,AR
16-01206-000,7/20/2021,0.0,TRWD(TRUSTEES WARRANTY DEED),0.62,True,AR
16-01206-000,2/26/2018,0.0,CERT(CERTIFICATE),0.62,True,AR
16-01206-000,1/10/2018,0.0,DC(DEATH CERTIFICATE),0.62,True,AR
16-01206-000,6/28/2005,0.0,DC(DEATH CERTIFICATE),0.62,True,AR
16-01206-000,12/8/1992,0.0,WD(WARRANTY DEED),0.62,True,AR
16-01206-000,11/2/1987,56500.0,WD(WARRANTY DEED),0.62,True,AR
16-01206-000,8/4/1983,0.0,QCD(QUITCLAIM DEED),0.62,True,AR
