PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
16-03336-000,9/9/2020,230000.0,WD(WARRANTY DEED),0.34,True,AR
16-03336-000,12/17/2018,142000.0,WD(WARRANTY DEED),0.34,True,AR
16-03336-000,7/26/1999,73000.0,WD(WARRANTY DEED),0.34,True,AR
16-03336-000,1/7/1982,0.0,DC(DEATH CERTIFICATE),0.34,True,AR
16-03336-000,11/21/1978,86000.0,WD(WARRANTY DEED),0.34,True,AR
16-03337-000,3/5/2025,280000.0,AFF(AFFIDAVIT),0.31,False,AR
16-03337-000,6/30/2021,169000.0,WD(WARRANTY DEED),0.31,False,AR
16-03337-000,5/23/2014,2000.0,WD(WARRANTY DEED),0.31,False,AR
16-03337-000,5/23/2014,0.0,MEMO(MEMORANDUM),0.31,False,AR
16-03337-000,10/5/1997,0.0,DC(DEATH CERTIFICATE),0.31,False,AR
16-03337-000,7/28/1997,0.0,WD(WARRANTY DEED),0.31,False,AR
16-03337-000,12/17/1996,0.0,DC(DEATH CERTIFICATE),0.31,False,AR
16-03337-000,1/29/1981,8000.0,WD(WARRANTY DEED),0.31,False,AR
16-03338-000,3/5/2025,280000.0,AFF(AFFIDAVIT),0.33,True,AR
16-03338-000,6/30/2021,169000.0,WD(WARRANTY DEED),0.33,True,AR
16-03338-000,7/9/2008,0.0,WD(WARRANTY DEED),0.33,True,AR
16-03338-000,4/10/2008,0.0,TRD(TRUSTEES DEED),0.33,True,AR
16-03338-000,2/25/2008,0.0,MTG-D(MORTGAGEE'S DEED),0.33,True,AR
16-03338-000,5/1/2005,0.0,DC(DEATH CERTIFICATE),0.33,True,AR
16-03338-000,11/18/1994,0.0,WD(WARRANTY DEED),0.33,True,AR
16-03338-000,5/1/1992,80000.0,WD(WARRANTY DEED),0.33,True,AR
16-03338-000,7/20/1989,69000.0,WD(WARRANTY DEED),0.33,True,AR
16-03338-000,7/10/1979,69000.0,WD(WARRANTY DEED),0.33,True,AR
16-03339-000,2/4/2021,220000.0,WD(WARRANTY DEED),0.33,True,AR
16-03339-000,7/25/2008,125000.0,WD(WARRANTY DEED),0.33,True,AR
16-03339-000,4/1/2008,0.0,DC(DEATH CERTIFICATE),0.33,True,AR
16-03339-000,10/22/2007,0.0,DEC(DECREE),0.33,True,AR
16-03339-000,9/26/2001,86000.0,WD(WARRANTY DEED),0.33,True,AR
16-03339-000,3/2/2001,0.0,DC(DEATH CERTIFICATE),0.33,True,AR
16-03339-000,6/25/1993,0.0,DC(DEATH CERTIFICATE),0.33,True,AR
16-03339-000,8/30/1990,0.0,WD(WARRANTY DEED),0.33,True,AR
16-03339-000,8/22/1990,0.0,TRAG(TRUST AGREEMENT),0.33,True,AR
16-03339-000,8/1/1986,86000.0,WD(WARRANTY DEED),0.33,True,AR
16-03340-000,11/9/2001,70000.0,WD(WARRANTY DEED),0.31,True,AR
16-03340-000,4/22/1996,70000.0,WD(WARRANTY DEED),0.31,True,AR
16-03340-000,7/27/1992,0.0,WD(WARRANTY DEED),0.31,True,AR
16-03340-000,7/2/1979,64000.0,WD(WARRANTY DEED),0.31,True,AR
16-03341-000,12/5/2022,8000.0,WD(WARRANTY DEED),0.35,False,TX
16-03341-000,10/14/2022,4000.0,WD(WARRANTY DEED),0.35,False,TX
16-03341-000,1/17/2010,0.0,OBIT(OBITUARY),0.35,False,TX
16-03341-000,12/3/2001,0.0,WD(WARRANTY DEED),0.35,False,TX
16-03341-000,7/11/1994,0.0,QCD(QUITCLAIM DEED),0.35,False,TX
16-03341-000,10/26/1981,16000.0,WD(WARRANTY DEED),0.35,False,TX
16-03342-000,12/5/2022,4000.0,WD(WARRANTY DEED),0.35,False,TX
16-03342-000,12/19/2010,0.0,DC(DEATH CERTIFICATE),0.35,False,TX
16-03342-000,10/16/1989,0.0,RD(REDEMPTION DEED),0.35,False,TX
16-03342-000,6/29/1987,9000.0,WD(WARRANTY DEED),0.35,False,TX
16-03342-000,1/4/1979,8000.0,WD(WARRANTY DEED),0.35,False,TX
16-03342-000,12/1/1977,0.0,CONT(CONTRACT),0.35,False,TX
16-03343-000,4/21/2023,235000.0,WD(WARRANTY DEED),0.32,True,AR
16-03343-000,2/8/2023,0.0,TRWD(TRUSTEES WARRANTY DEED),0.32,True,AR
16-03343-000,10/3/2022,0.0,DC(DEATH CERTIFICATE),0.32,True,AR
16-03343-000,11/6/2019,0.0,CERT(CERTIFICATE),0.32,True,AR
16-03343-000,4/28/2014,0.0,CERT(CERTIFICATE),0.32,True,AR
