PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
16-04626-000,3/28/2025,410000.0,WD(WARRANTY DEED),0.3,True,AR
16-04626-000,10/22/2024,0.0,CERT(CERTIFICATE),0.3,True,AR
16-04626-000,1/2/2023,0.0,DC(DEATH CERTIFICATE),0.3,True,AR
16-04626-000,4/27/2005,0.0,WD(WARRANTY DEED),0.3,True,AR
16-04626-000,4/27/2005,0.0,CERT(CERTIFICATE),0.3,True,AR
16-04626-000,11/25/2003,175000.0,WD(WARRANTY DEED),0.3,True,AR
16-04626-000,12/9/1993,0.0,WD(WARRANTY DEED),0.3,True,AR
16-04626-000,12/7/1993,0.0,TRAG(TRUST AGREEMENT),0.3,True,AR
16-04626-000,7/24/1990,124000.0,WD(WARRANTY DEED),0.3,True,AR
16-04626-000,1/4/1984,9000.0,WD(WARRANTY DEED),0.3,True,AR
16-04627-000,9/26/2024,597000.0,WD(WARRANTY DEED),0.31,True,AR
16-04627-000,5/29/2024,295000.0,WD(WARRANTY DEED),0.31,True,AR
16-04627-000,1/26/2005,0.0,QCD(QUITCLAIM DEED),0.31,True,AR
16-04627-000,6/29/2004,0.0,QCD(QUITCLAIM DEED),0.31,True,AR
16-04627-000,8/1/2003,147000.0,WD(WARRANTY DEED),0.31,True,AR
16-04627-000,1/9/1990,0.0,WD(WARRANTY DEED),0.31,True,AR
16-04627-000,2/29/1984,7000.0,WD(WARRANTY DEED),0.31,True,AR
16-04628-000,8/5/2019,1250.0,SWD(SPECIAL WARRANTY DEED),0.27,False,AR
16-04628-000,6/20/2019,0.0,COMMD(COMMISSIONERS DEED),0.27,False,AR
16-04628-000,3/22/2019,0.0,RD(REDEMPTION DEED),0.27,False,AR
16-04628-000,11/22/1994,1000.0,WD(WARRANTY DEED),0.27,False,AR
16-04628-000,5/20/1976,7000.0,WD(WARRANTY DEED),0.27,False,AR
16-04629-000,4/1/2025,549800.0,WD(WARRANTY DEED),0.29,True,AR
16-04629-000,4/28/2023,495000.0,WD(WARRANTY DEED),0.29,True,AR
