PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
15-18666-000,"4,510",902.0,902,34.67,False,AR
15-18666-000,0,0.0,0,34.67,False,AR
15-18666-000,"4,510",902.0,902,34.67,False,AR
15-18666-000,,902.0,902,34.67,False,AR
15-18666-000,,0.0562,0.0562,34.67,False,AR
15-18666-000,,3.88,3.88,34.67,False,AR
15-18667-000,4/16/2018,578000.0,TRWD(TRUSTEES WARRANTY DEED),6.98,False,AR
15-18668-000,"11,705",2341.0,"2,341",55.6,True,AR
15-18668-000,0,0.0,0,55.6,True,AR
15-18668-000,"11,705",2341.0,"2,341",55.6,True,AR
15-18668-000,,2341.0,"2,341",55.6,True,AR
15-18668-000,,0.0562,0.0562,55.6,True,AR
15-18668-000,,4.31,4.31,55.6,True,AR
18-07423-000,7/14/1994,60000.0,WD(WARRANTY DEED),11.0,True,AR
18-07423-000,10/19/1990,0.0,QCD(QUITCLAIM DEED),11.0,True,AR
18-07423-000,5/10/1989,50000.0,WD(WARRANTY DEED),11.0,True,AR
18-07423-000,3/20/1989,85000.0,WD(WARRANTY DEED),11.0,True,AR
18-07423-001,2/21/2020,0.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,7/31/2017,0.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,6/7/2012,0.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,1/25/2007,0.0,OTHER(OTHER DOCUMENT),3.36,False,AR
18-07423-001,8/26/1994,32000.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,2/22/1994,50000.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,3/20/1989,85000.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-001,10/27/1979,0.0,WD(WARRANTY DEED),3.36,False,AR
18-07423-002,11/16/2017,224000.0,WD(WARRANTY DEED),11.07,True,AR
18-07423-002,4/3/2007,0.0,LTR(LETTER),11.07,True,AR
18-07423-002,12/3/2003,199000.0,WD(WARRANTY DEED),11.07,True,AR
18-07423-002,10/14/2002,188000.0,WD(WARRANTY DEED),11.07,True,AR
18-07423-002,6/21/2000,0.0,CORRWD(CORRECTED WARRANTY DEED),11.07,True,AR
18-07423-002,6/8/2000,0.0,WD(WARRANTY DEED),11.07,True,AR
18-07423-002,3/24/1994,0.0,QCD(QUITCLAIM DEED),11.07,True,AR
18-07423-003,6/6/2012,0.0,CORRQC(CORRECTED QUIT CLAIM DEED),5.36,True,AR
18-07423-003,6/6/2012,0.0,CORRQC(CORRECTED QUIT CLAIM DEED),5.36,True,AR
18-07423-003,3/6/2012,0.0,QCD(QUITCLAIM DEED),5.36,True,AR
