PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
15-18913-000,9/14/2023,10.0,WD(WARRANTY DEED),1.18,True,NV
15-18913-000,9/27/2019,308000.0,WD(WARRANTY DEED),1.18,True,NV
15-18914-000,"357,750",71550.0,"71,550",7.95,True,AR
15-18914-000,"622,130",124426.0,"124,426",7.95,True,AR
15-18914-000,"979,880",195976.0,"195,976",7.95,True,AR
15-18914-000,,111240.0,"111,240",7.95,True,AR
15-18914-000,,0.0562,0.0562,7.95,True,AR
15-18915-000,0,0.0,0,0.21,False,AR
15-18915-000,0,0.0,0,0.21,False,AR
15-18915-000,0,0.0,0,0.21,False,AR
15-18915-000,,0.0,0,0.21,False,AR
15-18915-000,,0.0562,0.0562,0.21,False,AR
15-19574-000,"45,000",9000.0,"9,000",0.81,True,AR
15-19574-000,"42,815",8563.0,"8,563",0.81,True,AR
15-19574-000,"87,815",17563.0,"17,563",0.81,True,AR
15-19574-000,,17563.0,"17,563",0.81,True,AR
15-19574-000,,0.0562,0.0562,0.81,True,AR
15-19575-000,"57,600",11520.0,"11,520",1.28,True,AR
15-19575-000,"882,580",176516.0,"176,516",1.28,True,AR
15-19575-000,"940,180",188036.0,"188,036",1.28,True,AR
15-19575-000,,126560.0,"126,560",1.28,True,AR
15-19575-000,,0.0562,0.0562,1.28,True,AR
15-19576-000,"45,000",9000.0,"9,000",0.86,True,AR
15-19576-000,"914,250",182850.0,"182,850",0.86,True,AR
15-19576-000,"959,250",191850.0,"191,850",0.86,True,AR
15-19576-000,,127023.0,"127,023",0.86,True,AR
15-19576-000,,0.0562,0.0562,0.86,True,AR
15-19577-000,"90,000",18000.0,"18,000",2.0,False,AR
15-19577-000,0,0.0,0,2.0,False,AR
15-19577-000,"90,000",18000.0,"18,000",2.0,False,AR
15-19577-000,,18000.0,"18,000",2.0,False,AR
15-19577-000,,0.0562,0.0562,2.0,False,AR
18-07338-000,4/14/2025,0.0,TRWD(TRUSTEES WARRANTY DEED),5.98,False,AR
18-07338-000,4/14/2025,0.0,WD(WARRANTY DEED),5.98,False,AR
18-07338-000,1/3/2019,0.0,WD(WARRANTY DEED),5.98,False,AR
18-07338-000,12/30/2009,0.0,OTHER(OTHER DOCUMENT),5.98,False,AR
18-07338-000,5/5/1992,0.0,WD(WARRANTY DEED),5.98,False,AR
18-07338-000,3/22/1991,0.0,MEMO(MEMORANDUM),5.98,False,AR
18-07338-000,5/25/1990,0.0,WD(WARRANTY DEED),5.98,False,AR
