PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
16-05644-000,6/19/2018,0.0,DC(DEATH CERTIFICATE),0.36,True,AR
16-05644-000,3/12/2018,0.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,3/12/2018,0.0,TRWD(TRUSTEES WARRANTY DEED),0.36,True,AR
16-05644-000,11/22/2011,0.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,11/22/2011,0.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,11/14/2007,0.0,CERT(CERTIFICATE),0.36,True,AR
16-05644-000,11/14/2007,0.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,7/7/2005,180000.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,7/1/2004,4000.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,7/1/2004,0.0,MEMO(MEMORANDUM),0.36,True,AR
16-05644-000,12/5/2001,0.0,WD(WARRANTY DEED),0.36,True,AR
16-05644-000,2/8/1990,5000.0,WD(WARRANTY DEED),0.36,True,AR
16-05645-000,6/22/2020,143000.0,WD(WARRANTY DEED),0.27,True,AR
16-05645-000,6/5/2006,110000.0,WD(WARRANTY DEED),0.27,True,AR
16-05645-000,3/15/2005,88000.0,WD(WARRANTY DEED),0.27,True,AR
16-05645-000,11/1/2004,4000.0,WD(WARRANTY DEED),0.27,True,AR
16-05645-000,5/6/1994,0.0,WD(WARRANTY DEED),0.27,True,AR
16-05645-000,3/30/1994,0.0,DC(DEATH CERTIFICATE),0.27,True,AR
16-05645-000,2/20/1981,7000.0,WD(WARRANTY DEED),0.27,True,AR
16-05646-000,12/16/2020,0.0,QCD(QUITCLAIM DEED),0.29,False,AR
16-05646-000,10/22/2020,3000.0,QCD(QUITCLAIM DEED),0.29,False,AR
16-05646-000,5/21/2002,0.0,QCD(QUITCLAIM DEED),0.29,False,AR
16-05646-000,8/9/1996,0.0,QCD(QUITCLAIM DEED),0.29,False,AR
16-05646-000,9/15/1994,0.0,WD(WARRANTY DEED),0.29,False,AR
16-05646-000,12/6/1991,1000.0,WD(WARRANTY DEED),0.29,False,AR
16-05646-000,12/6/1991,1000.0,WD(WARRANTY DEED),0.29,False,AR
16-05646-000,6/23/1989,5000.0,WD(WARRANTY DEED),0.29,False,AR
16-05647-000,5/23/2018,0.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,9/12/2008,150000.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,10/4/2005,170000.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,6/21/2004,4000.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,5/28/1992,1000.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,5/28/1992,1000.0,WD(WARRANTY DEED),0.3,True,AR
16-05647-000,12/6/1988,4500.0,WD(WARRANTY DEED),0.3,True,AR
16-05648-000,6/14/2016,4000.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,11/18/2004,1000.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,4/6/1992,0.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,8/22/1991,0.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,3/1/1989,7500.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,5/7/1979,0.0,HIST(HISTORICAL),0.29,False,AR
16-05648-000,3/23/1978,0.0,WD(WARRANTY DEED),0.29,False,AR
16-05648-000,10/25/1977,0.0,WD(WARRANTY DEED),0.29,False,AR
16-05649-000,1/12/2010,0.0,CERT(CERTIFICATE),0.35,True,AR
16-05649-000,1/12/2010,0.0,BD(BENEFICIARY DEED),0.35,True,AR
16-05649-000,5/1/2009,113000.0,WD(WARRANTY DEED),0.35,True,AR
16-05649-000,5/21/2007,0.0,QCD(QUITCLAIM DEED),0.35,True,AR
16-05649-000,3/20/2006,0.0,WD(WARRANTY DEED),0.35,True,AR
16-05649-000,2/11/2005,1000.0,WD(WARRANTY DEED),0.35,True,AR
16-05649-000,7/8/2004,0.0,WD(WARRANTY DEED),0.35,True,AR
16-05649-000,9/6/2002,0.0,QCD(QUITCLAIM DEED),0.35,True,AR
16-05650-000,11/6/2020,313000.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,1/24/2017,241000.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,6/3/2011,0.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,6/3/2011,0.0,CERT(CERTIFICATE),0.4,True,AR
16-05650-000,9/5/2006,223000.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,11/4/2005,0.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,10/24/2005,5000.0,CWD(CORPORATION WARRANTY DEED),0.4,True,AR
16-05650-000,2/11/2005,3333.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,2/11/2005,0.0,CORRWD(CORRECTED WARRANTY DEED),0.4,True,AR
16-05650-000,8/19/2002,0.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,1/15/1995,1000.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,8/24/1994,0.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,1/21/1992,0.0,CORRWD(CORRECTED WARRANTY DEED),0.4,True,AR
16-05650-000,1/10/1992,1000.0,WD(WARRANTY DEED),0.4,True,AR
16-05650-000,2/20/1991,5000.0,WD(WARRANTY DEED),0.4,True,AR
16-05651-000,11/6/2020,313000.0,WD(WARRANTY DEED),0.34,True,AR
16-05651-000,1/24/2017,241000.0,WD(WARRANTY DEED),0.34,True,AR
16-05651-000,6/2/2015,4000.0,WD(WARRANTY DEED),0.34,True,AR
16-05651-000,12/13/2002,0.0,RD(REDEMPTION DEED),0.34,True,AR
16-05651-000,7/26/1983,5000.0,WD(WARRANTY DEED),0.34,True,AR
16-05652-000,2/27/2025,0.0,OBIT(OBITUARY),0.35,True,AR
16-05652-000,11/24/2017,0.0,ML(MARRIAGE LICENSE),0.35,True,AR
16-05652-000,2/23/2017,185000.0,WD(WARRANTY DEED),0.35,True,AR
16-05652-000,1/4/2011,168000.0,WD(WARRANTY DEED),0.35,True,AR
16-05652-000,4/15/2009,77000.0,WD(WARRANTY DEED),0.35,True,AR
16-05652-000,1/14/2009,0.0,MTG-D(MORTGAGEE'S DEED),0.35,True,AR
16-05652-000,2/22/2007,225000.0,WD(WARRANTY DEED),0.35,True,AR
16-05652-000,11/4/2005,0.0,CORRWD(CORRECTED WARRANTY DEED),0.35,True,AR
16-05652-000,10/24/2005,5000.0,CWD(CORPORATION WARRANTY DEED),0.35,True,AR
16-05652-000,2/22/2005,3000.0,WD(WARRANTY DEED),0.35,True,AR
16-05652-000,2/16/2001,0.0,DC(DEATH CERTIFICATE),0.35,True,AR
16-05652-000,4/10/1990,6000.0,WD(WARRANTY DEED),0.35,True,AR
16-05653-000,7/21/1998,0.0,RD(REDEMPTION DEED),0.35,False,TX
16-05653-000,8/3/1994,0.0,RD(REDEMPTION DEED),0.35,False,TX
16-05654-000,11/20/2020,324000.0,WD(WARRANTY DEED),0.31,True,AR
16-05654-000,8/31/2018,245000.0,WD(WARRANTY DEED),0.31,True,AR
16-05654-000,5/22/2017,6000.0,WD(WARRANTY DEED),0.31,True,AR
16-05654-000,6/29/2012,16000.0,CWD(CORPORATION WARRANTY DEED),0.31,True,AR
16-05654-000,4/6/2004,4000.0,WD(WARRANTY DEED),0.31,True,AR
16-05654-000,1/16/2001,0.0,RD(REDEMPTION DEED),0.31,True,AR
16-05654-000,12/30/1988,8000.0,WD(WARRANTY DEED),0.31,True,AR
16-05654-000,8/31/1987,0.0,CONT(CONTRACT),0.31,True,AR
16-05655-000,5/29/2024,0.0,DC(DEATH CERTIFICATE),0.28,True,AR
16-05655-000,4/5/2019,242000.0,WD(WARRANTY DEED),0.28,True,AR
16-05655-000,5/22/2017,6000.0,WD(WARRANTY DEED),0.28,True,AR
16-05655-000,6/29/2012,16000.0,CWD(CORPORATION WARRANTY DEED),0.28,True,AR
16-05655-000,4/6/2004,4000.0,WD(WARRANTY DEED),0.28,True,AR
16-05655-000,8/25/1994,1000.0,CWD(CORPORATION WARRANTY DEED),0.28,True,AR
16-05655-000,6/7/1994,0.0,RD(REDEMPTION DEED),0.28,True,AR
16-05655-000,4/22/1994,0.0,WD(WARRANTY DEED),0.28,True,AR
16-05655-000,12/4/1984,6500.0,WD(WARRANTY DEED),0.28,True,AR
16-05656-000,3/25/2020,230000.0,SWD(SPECIAL WARRANTY DEED),0.31,True,AR
16-05656-000,5/13/2019,0.0,WD(WARRANTY DEED),0.31,True,AR
16-05656-000,3/17/2017,5500.0,WD(WARRANTY DEED),0.31,True,AR
16-05656-000,7/8/1997,1000.0,WD(WARRANTY DEED),0.31,True,AR
