PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
01-00206-050,7/12/2019,2940000.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,3/26/2015,900000.0,SWD(SPECIAL WARRANTY DEED),2.54,False,
01-00206-050,3/1/2010,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,6/11/2004,0.0,CORRQC(CORRECTED QUIT CLAIM DEED),2.54,False,
01-00206-050,5/17/2004,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,10/15/2003,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,6/23/2003,1300000.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,6/23/2003,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,6/23/2003,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,6/23/2003,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,6/23/2003,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,6/23/2003,0.0,QCD(QUITCLAIM DEED),2.54,False,
01-00206-050,3/27/2003,0.0,AFF(AFFIDAVIT),2.54,False,
01-00206-050,9/7/1972,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,9/7/1972,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,9/7/1972,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,9/7/1972,0.0,WD(WARRANTY DEED),2.54,False,
01-00206-050,9/7/1972,0.0,WD(WARRANTY DEED),2.54,False,
15-08004-000,9/21/2012,0.0,CERT(CERTIFICATE),3.95,True,AR
15-08004-000,12/21/2000,0.0,TRAG(TRUST AGREEMENT),3.95,True,AR
15-08004-000,12/21/2000,0.0,WD(WARRANTY DEED),3.95,True,AR
15-08004-000,2/22/1993,16000.0,WD(WARRANTY DEED),3.95,True,AR
15-08004-000,4/17/1992,27000.0,WD(WARRANTY DEED),3.95,True,AR
15-08004-000,1/6/1988,5000.0,WD(WARRANTY DEED),3.95,True,AR
15-08005-000,3/4/2020,65000.0,WD(WARRANTY DEED),2.0,True,AR
15-08005-000,3/28/2006,0.0,WD(WARRANTY DEED),2.0,True,AR
15-08005-000,3/24/2006,343000.0,WD(WARRANTY DEED),2.0,True,AR
15-08005-000,8/30/1996,177000.0,WD(WARRANTY DEED),2.0,True,AR
15-08005-000,5/24/1990,11000.0,WD(WARRANTY DEED),2.0,True,AR
15-08005-005,0,0.0,0,0.34,False,AR
15-08005-005,0,0.0,0,0.34,False,AR
15-08005-005,0,0.0,0,0.34,False,AR
15-08005-005,,0.0,0,0.34,False,AR
15-08005-005,,0.0562,0.0562,0.34,False,AR
15-08006-000,4/19/2013,0.0,AFF(AFFIDAVIT),2.7,True,FL
15-08006-000,3/28/2006,0.0,WD(WARRANTY DEED),2.7,True,FL
15-08006-000,3/24/2006,343000.0,WD(WARRANTY DEED),2.7,True,FL
15-08006-000,8/30/1996,177000.0,WD(WARRANTY DEED),2.7,True,FL
15-08006-000,5/24/1990,11000.0,WD(WARRANTY DEED),2.7,True,FL
15-08006-000,1/23/1990,4000.0,WD(WARRANTY DEED),2.7,True,FL
15-08006-000,3/20/1984,0.0,RD(REDEMPTION DEED),2.7,True,FL
15-08007-000,6/12/2023,0.0,QCD(QUITCLAIM DEED),1.98,False,AR
15-08007-000,4/24/2013,25000.0,WD(WARRANTY DEED),1.98,False,AR
15-08007-000,3/28/2006,0.0,WD(WARRANTY DEED),1.98,False,AR
15-08007-000,3/24/2006,343000.0,WD(WARRANTY DEED),1.98,False,AR
15-08007-000,8/30/1996,177000.0,WD(WARRANTY DEED),1.98,False,AR
15-08008-000,6/5/2018,42000.0,WD(WARRANTY DEED),1.4,False,
15-08008-000,3/28/2006,0.0,WD(WARRANTY DEED),1.4,False,
15-08008-000,3/24/2006,343000.0,WD(WARRANTY DEED),1.4,False,
15-08008-000,8/30/1996,177000.0,WD(WARRANTY DEED),1.4,False,
15-08008-000,5/24/1990,11000.0,WD(WARRANTY DEED),1.4,False,
15-08009-000,6/5/2018,69000.0,WD(WARRANTY DEED),2.28,True,
15-08009-000,3/28/2006,0.0,WD(WARRANTY DEED),2.28,True,
15-08009-000,3/24/2006,343000.0,WD(WARRANTY DEED),2.28,True,
15-08009-000,8/30/1996,177000.0,WD(WARRANTY DEED),2.28,True,
15-08009-000,5/24/1990,11000.0,WD(WARRANTY DEED),2.28,True,
15-08010-000,5/18/2016,210000.0,WD(WARRANTY DEED),2.52,True,AR
15-08010-000,12/23/2015,0.0,CERT(CERTIFICATE),2.52,True,AR
15-08010-000,4/23/2015,0.0,DC(DEATH CERTIFICATE),2.52,True,AR
15-08010-000,10/12/2013,0.0,ML(MARRIAGE LICENSE),2.52,True,AR
15-08010-000,3/17/1997,0.0,WD(WARRANTY DEED),2.52,True,AR
15-08010-000,3/13/1997,0.0,CERT(CERTIFICATE),2.52,True,AR
15-08010-000,7/1/1986,0.0,CORRWD(CORRECTED WARRANTY DEED),2.52,True,AR
15-08011-000,6/9/2022,751000.0,WD(WARRANTY DEED),1.41,True,AR
15-08011-000,9/18/2020,356000.0,WD(WARRANTY DEED),1.41,True,AR
15-08011-000,1/3/2000,250000.0,CWD(CORPORATION WARRANTY DEED),1.41,True,AR
15-08011-000,12/14/1999,0.0,QCD(QUITCLAIM DEED),1.41,True,AR
15-08011-000,11/9/1998,9000.0,WD(WARRANTY DEED),1.41,True,AR
15-08011-000,3/17/1997,0.0,WD(WARRANTY DEED),1.41,True,AR
15-08011-000,3/13/1997,0.0,CERT(CERTIFICATE),1.41,True,AR
15-08011-000,7/1/1986,0.0,WD(WARRANTY DEED),1.41,True,AR
15-08011-000,6/4/1986,5000.0,CWD(CORPORATION WARRANTY DEED),1.41,True,AR
15-08012-000,6/2/2022,1400000.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,5/4/2017,0.0,AFF(AFFIDAVIT),6.01,True,AR
15-08012-000,5/4/2017,0.0,AFF(AFFIDAVIT),6.01,True,AR
15-08012-000,7/8/2016,850000.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,4/1/2014,975000.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,2/11/2009,0.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,9/17/2008,0.0,CERT(CERTIFICATE),6.01,True,AR
15-08012-000,8/31/2004,550000.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,4/17/1998,20000.0,WD(WARRANTY DEED),6.01,True,AR
15-08012-000,6/2/1989,8000.0,WD(WARRANTY DEED),6.01,True,AR
15-08013-000,9/25/1998,0.0,WD(WARRANTY DEED),2.07,True,AR
15-08013-000,2/14/1991,3000.0,WD(WARRANTY DEED),2.07,True,AR
15-08014-000,6/13/2017,20000.0,WD(WARRANTY DEED),1.67,False,AR
15-08014-000,7/24/2014,20000.0,WD(WARRANTY DEED),1.67,False,AR
15-08014-000,4/5/1999,13000.0,WD(WARRANTY DEED),1.67,False,AR
15-08014-000,5/23/1997,9000.0,WD(WARRANTY DEED),1.67,False,AR
15-08014-000,10/12/1989,3000.0,WD(WARRANTY DEED),1.67,False,AR
15-08015-000,9/21/2012,0.0,CERT(CERTIFICATE),2.69,False,AR
15-08015-000,12/16/2011,52000.0,WD(WARRANTY DEED),2.69,False,AR
15-08015-000,12/21/2000,0.0,TRAG(TRUST AGREEMENT),2.69,False,AR
15-08015-000,12/21/2000,0.0,WD(WARRANTY DEED),2.69,False,AR
15-08015-000,2/3/2000,52000.0,WD(WARRANTY DEED),2.69,False,AR
15-08015-000,8/19/1992,8000.0,WD(WARRANTY DEED),2.69,False,AR
15-08015-000,6/19/1980,0.0,WD(WARRANTY DEED),2.69,False,AR
15-08016-000,12/28/2023,0.0,QCD(QUITCLAIM DEED),1.98,True,AR
15-08016-000,4/10/2014,250000.0,FD(FIDUCIARY DEED),1.98,True,AR
15-08016-000,3/25/2014,0.0,OR(ORDER),1.98,True,AR
15-08016-000,3/13/2014,0.0,DC(DEATH CERTIFICATE),1.98,True,AR
15-08016-000,5/3/2007,0.0,QCD(QUITCLAIM DEED),1.98,True,AR
15-08016-000,6/29/2005,200000.0,WD(WARRANTY DEED),1.98,True,AR
15-08016-000,5/22/1992,6000.0,WD(WARRANTY DEED),1.98,True,AR
15-08016-000,6/19/1980,0.0,WD(WARRANTY DEED),1.98,True,AR
15-08017-000,11/8/2006,30000.0,WD(WARRANTY DEED),1.95,False,AR
15-08017-000,8/7/2002,11000.0,WD(WARRANTY DEED),1.95,False,AR
15-08017-000,12/18/1998,0.0,QCD(QUITCLAIM DEED),1.95,False,AR
15-08017-000,5/15/1996,9000.0,WD(WARRANTY DEED),1.95,False,AR
15-08017-000,9/16/1994,3000.0,WD(WARRANTY DEED),1.95,False,AR
15-08017-000,11/24/1992,0.0,WD(WARRANTY DEED),1.95,False,AR
15-08018-000,5/22/2024,0.0,BD(BENEFICIARY DEED),1.56,True,AR
15-08018-000,9/30/2021,420000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,7/20/2017,299000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,5/5/2017,0.0,CERT(CERTIFICATE),1.56,True,AR
15-08018-000,7/20/2012,0.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,7/20/2012,0.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,9/16/2010,0.0,QCD(QUITCLAIM DEED),1.56,True,AR
15-08018-000,9/16/2010,0.0,QCD(QUITCLAIM DEED),1.56,True,AR
15-08018-000,7/6/2006,0.0,QCD(QUITCLAIM DEED),1.56,True,AR
15-08018-000,7/6/2006,0.0,MEMO(MEMORANDUM),1.56,True,AR
15-08018-000,10/11/1999,8000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,3/19/1999,6000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,5/28/1998,5000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,5/20/1998,0.0,QCD(QUITCLAIM DEED),1.56,True,AR
15-08018-000,2/18/1997,7000.0,WD(WARRANTY DEED),1.56,True,AR
15-08018-000,8/25/1992,3000.0,CWD(CORPORATION WARRANTY DEED),1.56,True,AR
15-08019-000,3/14/2025,0.0,QCD(QUITCLAIM DEED),2.12,True,AR
15-08019-000,7/22/2019,173000.0,WD(WARRANTY DEED),2.12,True,AR
15-08019-000,8/25/2009,50000.0,WD(WARRANTY DEED),2.12,True,AR
