PARCELID,sold_date,sold_price,deed_type,acre_area,has_house,owner_state
15-18453-000,5/31/2019,0.0,QCD(QUITCLAIM DEED),4.25,True,AR
15-18453-000,5/28/2013,0.0,QCD(QUITCLAIM DEED),4.25,True,AR
15-18453-000,5/11/2012,0.0,QCD(QUITCLAIM DEED),4.25,True,AR
15-18453-000,6/24/2009,0.0,QCD(QUITCLAIM DEED),4.25,True,AR
15-18455-000,1/5/2024,0.0,QCD(QUITCLAIM DEED),2.17,True,AR
15-18455-000,10/11/2018,0.0,PP(PARENT PARCEL (FOR SPLIT)),2.17,True,AR
15-18455-000,5/11/2012,0.0,QCD(QUITCLAIM DEED),2.17,True,AR
15-18456-000,5/31/2019,0.0,QCD(QUITCLAIM DEED),0.19,False,AR
15-18456-000,10/11/2018,0.0,PP(PARENT PARCEL (FOR SPLIT)),0.19,False,AR
15-18456-000,7/2/2012,0.0,CERT(CERTIFICATE),0.19,False,AR
15-18456-001,5/31/2019,0.0,QCD(QUITCLAIM DEED),0.28,False,AR
15-18456-001,5/31/2019,0.0,QCD(QUITCLAIM DEED),0.28,False,AR
15-18456-002,10/11/2018,0.0,QCD(QUITCLAIM DEED),0.19,False,AR
15-18461-000,11/1/2024,0.0,BD(BENEFICIARY DEED),2.7,True,AR
15-18461-000,5/17/2024,862000.0,WD(WARRANTY DEED),2.7,True,AR
15-18461-000,8/29/2013,28000.0,WD(WARRANTY DEED),2.7,True,AR
15-18461-000,3/6/1993,0.0,DC(DEATH CERTIFICATE),2.7,True,AR
15-18462-000,5/13/2023,0.0,DC(DEATH CERTIFICATE),8.45,True,AR
15-18462-000,6/29/2022,0.0,QCD(QUITCLAIM DEED),8.45,True,AR
15-18462-000,1/4/2019,0.0,PP(PARENT PARCEL (FOR SPLIT)),8.45,True,AR
15-18462-000,2/6/2018,0.0,TRD(TRUSTEES DEED),8.45,True,AR
15-18462-000,1/12/2018,0.0,PP(PARENT PARCEL (FOR SPLIT)),8.45,True,AR
15-18462-000,6/9/2015,0.0,QCD(QUITCLAIM DEED),8.45,True,AR
15-18462-000,3/6/1993,0.0,DC(DEATH CERTIFICATE),8.45,True,AR
15-18462-001,12/27/2021,0.0,TRD(TRUSTEES DEED),11.48,True,AR
15-18462-001,2/12/2019,0.0,WD(WARRANTY DEED),11.48,True,AR
15-18462-001,2/6/2018,0.0,TRD(TRUSTEES DEED),11.48,True,AR
15-18462-001,1/12/2018,0.0,TRWD(TRUSTEES WARRANTY DEED),11.48,True,AR
15-18462-002,6/17/2019,0.0,CORRWD(CORRECTED WARRANTY DEED),3.14,False,AR
15-18462-002,1/4/2019,0.0,TRD(TRUSTEES DEED),3.14,False,AR
15-18463-000,6/18/2021,0.0,BD(BENEFICIARY DEED),3.32,True,AR
15-18463-000,6/15/2015,10000.0,WD(WARRANTY DEED),3.32,True,AR
15-19370-000,6/17/2024,0.0,QCD(QUITCLAIM DEED),1.39,False,TX
15-19371-000,6/17/2024,0.0,QCD(QUITCLAIM DEED),1.37,False,TX
15-19372-000,"61,650",12330.0,"12,330",1.37,False,TX
15-19372-000,0,0.0,0,1.37,False,TX
15-19372-000,"61,650",12330.0,"12,330",1.37,False,TX
15-19372-000,,12330.0,"12,330",1.37,False,TX
15-19372-000,,0.0562,0.0562,1.37,False,TX
15-19373-000,6/17/2024,0.0,QCD(QUITCLAIM DEED),1.61,False,TX
15-19587-000,345,69.0,69,3.07,False,AR
15-19587-000,0,0.0,0,3.07,False,AR
15-19587-000,345,69.0,69,3.07,False,AR
15-19587-000,,69.0,69,3.07,False,AR
15-19587-000,,0.0562,0.0562,3.07,False,AR
15-19587-000,,0.61,0.61,3.07,False,AR
15-19588-000,"51,270",10254.0,"10,254",8.64,True,AR
15-19588-000,"300,550",60110.0,"60,110",8.64,True,AR
15-19588-000,"351,820",70364.0,"70,364",8.64,True,AR
15-19588-000,,48390.0,"48,390",8.64,True,AR
15-19588-000,,0.0562,0.0562,8.64,True,AR
15-19588-000,,1.5,1.5,8.64,True,AR
15-84734-000,6/15/2015,10000.0,PP(PARENT PARCEL (FOR SPLIT)),0.29,False,AR
15-84734-000,6/9/2015,0.0,PP(PARENT PARCEL (FOR SPLIT)),0.29,False,AR
15-84734-000,6/1/2012,0.0,PP(PARENT PARCEL (FOR SPLIT)),0.29,False,AR
15-84735-000,6/18/2021,0.0,BD(BENEFICIARY DEED),0.17,True,AR
15-84735-000,6/1/2012,0.0,QCD(QUITCLAIM DEED),0.17,True,AR
18-07275-000,12/31/2024,0.0,TRWD(TRUSTEES WARRANTY DEED),55.11,False,AR
18-07275-000,12/31/2024,0.0,WD(WARRANTY DEED),55.11,False,AR
